developer,year,items_qty,free_qty
Kongroth,2017,1,0
Konsordo,2014,1,0
Konsordo,2015,2,0
Konstantin Koshutin,2009,1,0
Konstructors Entertainment,2016,1,0
Konstructors Entertainment,2017,2,0
Koo Games Ltd,2017,2,1
Koodilab,2017,1,0
Kool2Play,2016,2,0
Kool2Play,2017,1,0
Kool2Play Sp. z o.o.,2017,1,0
Koreez,2017,2,0
Kormishenkov Anton,2016,1,0
"Korovkin Nikita,Filatov Igor,Lagunov Roman,Kristian Shatov",2018,1,0
KorteGames,2016,1,1
Kosek.com,2015,1,1
Kot in Action Creative Artel,2011,1,0
Kot in Action Creative Artel,2013,1,0
Koth Studo,2017,1,0
Kotoshiro,2018,1,0
Kowai Sugoi Studios,2017,1,0
Koya Game,2015,1,0
Koya Game,2016,1,1
Krafted Games,2016,1,0
Kraftix Games,2015,2,0
Kraken Bit,2017,1,0
Kraken Empire,2014,1,0
KranX Productions,2008,2,0
Krax Games,2016,1,0
Krealit,2015,1,0
Krealit,2016,2,0
Krealit,2017,1,0
Kremlingames,2017,2,0
Kresimir Cvitanovic,2017,1,0
Krillbite Studio,2013,1,0
Krillbite Studio,2014,2,0
Krillbite Studio,2017,1,0
Krin Juangbhanich,2017,1,0
Kristen Cheely,2015,1,0
Kristjan Skutta,2016,1,0
Krita Foundation,2014,1,0
"Kritzelkratz 3000,JoWooD",2003,1,0
Krome Studios,2009,1,0
Krome Studios,2010,1,0
Krome Studios,2015,6,0
Krome Studios,2016,1,0
Krome Studios,2017,4,0
Kronosaur Productions,2015,2,0
KrossRails,2013,1,0
KrossRails,2014,1,0
"KrossRails,Dovetail Games",2011,1,0
Krutovig,2015,1,0
Krystian Majewski,2011,1,0
"Krzysztof Łoza,Marcin Brzozowski",2017,1,0
Kuchalu,2014,1,0
Kuchnier Games,2017,1,0
Kucing Rembes,2017,1,0
Kucing Rembes,2018,1,0
Kudosoft,2003,1,0
Kukouri,2012,1,0
Kukouri Mobile Entertainment,2017,1,1
Kumobius,2015,1,0
Kuno Interactive,2013,1,0
Kunos Simulazioni,2015,3,0
Kunos Simulazioni,2016,6,0
Kunos Simulazioni,2017,2,0
Kurechii,2016,2,0
Kurisu no Patto,2016,2,0
Kursed Studios,2015,1,0
Kut Stupid,2016,1,0
"KxONE,Andrew Drumov,starmops",2017,2,0
Kyle Ballentine,2016,1,0
Kyle Pulver,2012,1,0
Kyle Seeley,2015,1,1
Kyle Seeley,2017,1,0
Kylotonn,2005,1,0
Kylotonn,2017,5,1
Kylotonn Entertainment,2013,1,0
Kylotonn Entertainment,2014,1,0
Kylotonn Entertainment,2015,1,0
Kylotonn Racing Games,2015,4,0
Kylotonn Racing Games,2016,4,0
Kylotonn Racing Games,2017,2,0
Kyon Games,2017,1,0
Kyrylo Kuzyk,2016,1,0
Kyuppin,2017,1,0
Kyvos Studios,2017,1,1
Kyy Games,2014,1,0
Kyy Games,2015,1,0
Kyy Games,2016,2,0
Kyy Games,2017,1,1
Kähm,2016,1,0
Kähm,2017,1,0
L Rod,2017,1,0
L Twigger,2017,1,0
L. Stotch,2016,4,2
"L. Stotch,Vladimir Soldatov",2017,2,1
L1gh7 (BriJee),2018,1,0
L3O Interactive,2014,1,0
LAB132,2017,1,0
"LAME Dimension,Flying Pudding Studios",2017,1,0
LAN - GAMES EOOD,2017,2,1
LB,2016,1,0
LDC Studios,2015,1,0
LEVER Software,2016,3,1
LEVER Software,2017,1,0
LGK Games,2014,3,0
LIN KE HSI,2017,1,0
LIUTING,2017,1,0
LInsoDeTeh,2016,1,0
LKA,2016,1,1
LLC Intenzibne,2018,1,0
LOVIGAME,2016,1,0
LOVIGAME,2017,1,1
LOVIGAME,2018,1,0
LR Studio,2017,1,1
"LRDGames, Inc.",2015,2,1
LS Ensemble,2016,1,0
LSTGames,2017,1,0
LUCKY GIRLS LIMITED,2015,1,1
LVGameDev LLC,2017,1,0
LWNA,2016,1,1
LYS,2017,1,0
La Moustache Studio,2015,1,0
Lab Zero Games,2013,3,0
Lab Zero Games,2014,2,0
Lab Zero Games,2015,3,0
Lab Zero Games,2016,1,0
LabLike Sp. z o.o.,2016,1,0
LaboRatStudio,2015,1,1
Labory,2016,1,0
LaboryStudio,2017,1,0
Labyrinthine,2015,3,0
Labyrinthine,2017,1,0
Lached Up Games,2017,1,0
Lacuna Corporation,2016,1,0
Ladia Group,2016,2,0
"Ladomu,Angels Blue Digital Entertainment,DigitalEZ",2016,1,0
Lag Studios,2015,3,1
Lagun Victor,2016,2,0
Lagun Victor,2017,2,0
"Lambda,恶魔橘子",2016,1,0
"Lamina Studios,Mike Studios",2016,2,0
Laminar Research,2014,7,0
Laminar Research,2017,7,6
LampFire,2017,1,0
Lamplight Studios,2015,2,0
Lance Kettledas,2017,1,0
Landfall,2015,2,1
Landfall,2016,1,0
Landfall West,2017,1,0
"Landfall,Karl Flodin",2016,1,0
Landon Podbielski,2015,1,0
Lantana Games,2014,1,0
Lantana Games,2015,2,0
Lapovich,2016,1,0
Lapovich,2017,2,0
Lapusanu Patriciu,2017,1,0
Large Visible Machine,2016,2,0
Larian Studios,2002,1,0
Larian Studios,2004,1,0
Larian Studios,2012,1,0
Larian Studios,2013,1,0
Larian Studios,2014,2,0
Larian Studios,2015,1,0
Larian Studios,2017,2,0
Larkon Studio,2017,1,0
"Larry Martin,Phillip Brossia",2017,2,0
LaruaGames,2017,1,0
Laser Dog,2017,1,0
"Laser Guided Games, LLC",2014,1,0
"Laser Guided Games, LLC",2017,1,0
LaserStone,2017,1,0
Lasmelan,2016,1,0
"Lasso Games, LLC",2016,1,0
Last BeNeVoLeNcE,2016,1,0
Last Day of Work,2005,1,0
Last Day of Work,2006,1,0
Last Day of Work,2007,2,0
Last Day of Work,2008,1,0
Last Day of Work,2009,1,0
Last Dimension,2014,1,0
Last Dimension,2015,1,0
Last Life Games,2016,1,0
Last Limb LLC,2014,1,0
Last Lotus,2016,2,0
Last Quarter Studios,2015,1,0
Latent Studios,2017,1,0
Latinas Tomatos,2017,1,0
Laudo Games,2016,1,0
Laughing Jackal LTD,2014,1,0
Laughing Jackal LTD,2015,1,0
Laughing Jackal LTD,2016,1,0
Laugical Games,2016,2,0
Laundry Bear Games,2017,2,0
Laura Shigihara,2017,2,0
Laush Dmitriy Sergeevich,2017,9,0
Laush Dmitriy Sergeevich,2018,1,0
Laush Studio,2017,1,0
"Lava Flow Games, LLC",2017,1,0
Lavaboots Studios,2014,3,0
Lawrence Russell,2015,1,0
Layer games,2016,1,0
Layton Hawkes,2017,1,0
Layvinas,2017,1,0
"Lazer Guss Studio,Nova Dimension",2017,1,0
Lazy 8 Studios,2009,1,0
Lazy Bear Games,2016,2,0
Lazy Bum Games,2015,1,0
Lazy Games Studio Ltd,2016,1,0
Lazy Monday Games,2015,1,0
Lazy Turtle Games,2012,1,0
Lazy Turtle Games,2014,1,0
Le Cartel Studio,2016,1,0
LeGrudge &amp; Rugged,2012,1,0
Lead Money Games,2017,2,0
Leadwerks Software,2014,5,0
Leadwerks Software,2015,2,1
Leadwerks Software,2016,1,0
Leadwerks Software,2017,1,0
Leaghorn,2016,1,0
League of Geeks,2015,2,0
League of Geeks,2016,2,0
League of Geeks,2017,2,0
League of Sweat Ent.,2017,1,0
Leaning Tower Studio,2017,2,0
"LearnDistrict Inc.,The Negatives",2015,2,0
"LeatherIceCream,LazyTomato,Madvertiz0r",2017,1,0
Led,2017,1,0
Lee Page,2012,1,0
Lee Sang,2016,1,0
LeeTingChou,2015,1,0
Left Flank Games,2017,1,0
Legalase studio,2017,1,0
Legend Entertainment,1996,1,0
Legend Studio,2014,1,0
Legend Studio,2015,1,0
Legend Studio,2016,1,0
"LegendaryTaler,Oddeyefish",2017,1,0
Legion Ivory,2017,1,0
Leikir Studio,2015,1,0
Leikir Studio,2016,1,0
Lemon Jam Studio,2017,1,0
Lemon Moose,2015,1,0
LemonOrange,2015,1,0
Lemondo Entertainment,2014,1,0
Lemondo Games,2016,1,0
Lemonsucker Games,2016,1,1
Lemuria,2016,1,1
Leo B,2016,1,0
Leon Aminof,2017,1,1
Leon aminof,2016,1,0
"Leonard Menchiari,IV Productions",2017,1,0
Leonardo Alexandrino,2017,2,0
Leppsoft,2016,2,0
LeshaWhite Studio,2017,1,0
"LeshaWhite Studio,LeshaWhite Studio",2017,1,0
Leslaw Sliwko,2011,1,0
Leslaw Sliwko,2015,1,0
Leslaw Sliwko,2017,4,0
Lesley Dodd,2015,1,0
Lesta Studio,2003,1,0
Lesta Studio,2007,2,0
Lesta Studio,2010,1,0
Lev Gogol,2017,2,0
Levall Games AB,2017,2,0
Level Eight AB,2015,1,0
"Level Up Labs, LLC",2012,1,0
Leveled Games,2016,1,0
"Levels or Lives,Super Fun Games",2015,1,0
"Lewis Bergin,GorePixelGames",2017,1,0
Lewis Fitzjohn,2016,1,0
Lexis Numerique,2007,1,0
Lexis Numérique,2014,1,0
LiMAVR,2017,2,0
Liam Davis,2016,1,0
Liam Davis,2017,1,0
"Liam Hughes,Ryan Cooper",2017,1,0
Liam Sauvé,2016,1,0
Liam Twose,2017,1,0
Liar-soft,2016,2,0
Liber Primus Games,2016,1,0
Liber Primus Games,2017,1,0
Lichthund,2016,2,0
Lienzo,2016,2,0
Life Jumb DT,2016,1,0
Life a Little,2017,1,0
LifeSpark Entertainment,2015,2,0
LigaGamesStudio,2016,1,0
Light,2017,1,0
Light Arc Studio Ltd,2016,1,0
Light Bringer Games inc.,2016,1,1
Light Echo,2014,1,0
Light Media Games,2017,1,0
Light Road Games,2017,2,0
Light Shock Software s.n.c,1996,1,0
Light Soft,2017,1,0
Light Step Games,2016,1,0
Light Vision Interactive,2015,4,1
LightArrow Games,2016,1,0
Lightbulb Crew,2015,4,0
Lightbulb Crew,2017,5,1
Lighthouse Games Studio,2015,1,0
Lighthouse Games Studio,2017,1,0
Lightmare Studio,2014,2,0
Lightmare Studios,2014,1,1
Lightmare Studios,2016,7,0
Lightning Man Media,2015,1,0
Lightning Man Media,2017,1,0
Lightray Games,2016,1,0
LightsoutGames,2015,1,0
Lightsoutgames,2017,1,0
Lightspyre Tales,2017,1,0
LillyWelland inc.,2017,10,0
Limasse Five,2014,1,0
Limbic Entertainment,2015,1,0
Limbic Entertainment,2016,1,0
Limbic Entertainment GmbH,2012,1,0
Limbic Entertainment GmhH,2012,1,0
Limed,2017,3,0
"Limed,lalalaZero,Urbanoff",2017,1,0
Limpage,2016,1,0
LinQ,2017,1,0
Lince Works,2016,4,1
"Linden Research, Inc.",2017,1,1
LinkSolutions Ltd.,2015,1,0
Linked Dimensions,2013,1,0
Linkflag Studio,2017,1,0
Lino Slahuschek,2016,1,0
"Lino Slahuschek,Jazzsticks",2015,1,0
Lion Game Lion,2017,1,0
"Lion Game Lion,OVERKILL - a Starbreeze Studio.",2015,4,0
"Lion Shield, LLC",2017,1,0
Lion game Lion,2017,2,0
Lion's Shade,2013,1,0
Lion's Shade,2016,2,0
Lion's Shade,2017,1,0
LionSword,2016,1,0
Lionhead Studios,2011,1,0
Lionhead Studios,2014,4,0
Lionheart Creations,2015,2,0
Lionheart Creations,2016,3,0
Lions Crayons Games,2017,1,0
Liquid Dragon Studios,2015,1,0
Liquid Entertainment,2008,1,0
Liquid Entertainment,2012,1,0
Liquid Flower,2014,2,0
Liquid Flower,2017,1,0
Lisa Voronova,2016,1,0
Lite Microsystems,2017,1,0
Little Big Lee,2016,1,0
Little Big Lee,2017,1,0
Little Big MMO,2017,6,1
Little Cat Feet,2016,1,0
Little Cat Feet,2017,2,0
Little Cloud Games,2016,1,0
Little Freedom Factory,2016,2,0
Little Games Company,2015,1,0
Little Green Man Games,2012,1,0
Little Green Men Games,2012,1,0
Little Green Men Games,2014,1,0
Little Green Men Games,2015,3,0
Little Green Men Games,2017,5,0
Little Smart Planet,2017,2,0
Little World Studio,2012,1,0
Little World Studio,2013,1,0
Little World Studio,2014,1,0
Little World Studio,2016,1,0
Little Worlds Interactive,2014,1,0
Littlewitch,2015,1,0
"Live in the Game, LLC Self",2017,1,1
LiveItGames LLC,2015,1,0
Liz-Arts,2016,5,0
Lizard Factory,2016,1,0
Lizardcube,2017,2,0
Lizsoft,2012,1,0
Llama Software,2017,47,3
Llamasoft LTD,2009,1,0
Llamasoft LTD,2010,1,0
Lled Games,2017,1,0
LoadUpGames.com,2017,2,0
Loading Home,2015,1,0
Loading Home,2017,1,0
Locked Door Puzzle,2013,1,0
Locked Door Puzzle,2014,1,0
Locked Door Puzzle,2015,1,0
"Locomalito,Gryzor87",2016,1,0
"Locomalito,Gryzor87,Abylight",2017,1,0
Locomotivah,2015,3,0
Lofty Sky Entertainment Inc.,2017,2,0
Logan Apple,2017,1,0
Logan McClure,2017,1,0
Logic Artists,2013,1,0
Logic Artists,2015,1,0
Logic Artists,2017,3,1
Logic Droid,2017,1,0
Logic tree,2015,1,0
Logic tree,2017,1,0
Logiraffe,2017,1,0
Logos Universe,2017,1,0
Logvinenko Alexandr,2016,1,0
Lohika Games,2015,2,0
Loiste Interactive,2016,2,0
Loju,2017,1,0
Lokator Studio,2016,1,0
Lokator Studio,2017,2,1
Lone Hero Studios,2016,3,0
Lonely Dev,2017,1,0
Lonely Troops,2006,2,0
Lonely Troops,2008,2,0
Lonely Troops,2009,1,0
Lonely Troops,2010,1,0
Lonely Troops,2012,1,0
Lonely Troops,2015,1,0
Loneminded,2017,1,0
Long Division LLC,2015,1,0
Long Division LLC,2017,1,0
LongArm Interactive,2017,1,0
LongYou Game,2017,2,1
Longbow Games,2012,1,0
Longbow Games,2014,4,0
Longbow Games,2015,1,0
Longbow Games,2017,1,0
"Longsword Studios, Inc.",2016,1,0
LookAtMyGame,2015,1,0
Looking Glass Studios,1996,1,0
Looking Glass Studios,1998,1,0
Looking Glass Studios,2000,1,0
"Looking Glass Studios,Nightdive Studios",2015,1,0
Loomus Games,2015,1,0
LoopGames,2017,1,0
Loophole Interactive,2017,1,0
Looterkings,2016,1,1
Looterkings,2017,1,0
Lorag Games,2016,1,0
Lord,2017,1,0
Lord Bytesworth,2015,1,0
Lord Eglathia,2015,1,0
Lord Kres,2015,2,0
Lord Puggington Games,2015,1,0
Lord Rutsah,2016,1,0
Lord_Loej,2016,2,1
Loren Lemcke,2015,1,0
Lorenzo Bellincampi,2017,1,0
Lorraine Studio,2017,1,0
Los Exaltados,2017,1,0
Lost Astronaut,2017,1,0
Lost Astronaut Studios,2015,1,0
Lost Decade Games,2014,1,0
Lost Decade Games,2016,2,0
Lost Mountain,2016,1,0
Lost Spell,2015,1,0
Lost The Game Studios,2016,1,0
Lost in Pixels,2017,1,0
Lost the Game Studios,2017,1,0
Lost-Ride Studios,2017,1,1
Lostwood,2016,2,1
Lotte|EoD,2017,1,0
Lotus Games,2017,1,0
"Loud King Studios, LLC",2017,1,0
Loudpak Studios,2015,1,0
Love Conquers All Games,2012,2,0
Love Conquers All Games,2013,2,0
Love Conquers All Games,2016,1,0
Love Conquers All Games,2017,1,0
Lovepurple,2017,1,0
Low Magic Studios,2017,1,0
Lozange Lab,2017,1,0
LuGus Studios,2015,2,0
Luandun Games Pte. Ltd.,2016,1,0
Lubiterum,2016,2,0
"Luc Bernard,SilverSphereStudios",2008,1,0
Lucas Molina,2015,1,0
"Lucas Molina,Morvan",2015,1,0
Lucas Parise,2016,1,0
Lucas Parise,2017,2,0
Lucas Pope and Keiko Ishizaka,2009,1,0
Lucas Wilde,2016,1,0
LucasArts,1989,1,0
LucasArts,1990,1,0
LucasArts,1992,1,0
LucasArts,1993,1,0
LucasArts,1995,2,0
LucasArts,1997,2,0
LucasArts,1998,1,0
LucasArts,2002,1,0
LucasArts,2005,1,0
LucasArts,2009,2,0
"LucasArts,Aspyr Studios",2009,1,0
"LucasGame,Joshua Eden Whorton",2015,1,0
Lucascubestudios,2017,1,0
Lucasfilm Games,1987,1,0
Lucasfim,1994,1,0
Luciano Cargiolli,2017,1,0
Lucid Games Ltd,2014,2,0
"Lucid Games,Aspyr (Mac &amp; Linux)",2014,1,0
Lucky Brograms,2016,1,0
Lucky Frame,2013,2,0
Lucky Frame,2014,1,0
Lucky Pause,2015,1,0
Ludax174,2016,1,0
"Ludeme Games,Sirlin Games",2014,1,0
Ludeon Studios,2016,2,0
Ludi Dorici,2017,1,0
Ludo Land,2016,1,0
Ludo Land,2017,1,0
Ludochip,2013,1,0
"Ludometrics, Ltd.",2016,1,0
Ludomo Gamestudio,2015,1,0
Ludomotion,2015,1,0
Ludomotion,2017,4,3
Ludosity,2010,1,0
Ludosity,2013,2,0
Ludosity,2014,2,0
Ludosity,2016,2,0
Ludosity,2017,2,0
"Ludosity,Remar Games",2013,1,0
"Ludosity,Remar Games",2014,1,1
Ludovic Lafferayrie,2017,1,0
Ludus Studio,2016,1,0
Ludvig Larsson,2016,1,0
"Luetso, LLC",2017,1,0
Luis Eduardo Guedes Martins,2017,1,1
Luis Ruiz,2015,1,0
Lukas Jaeckel,2014,1,0
Lukas Jaeckel,2017,1,0
Lukas Navratil,2015,1,0
Lukas Rustemeyer,2016,1,0
Lukayson,2017,1,0
Luke Cripps,2016,2,0
Luke Cripps,2017,2,0
Luke Dodds,2016,1,0
Luke Godfrey,2015,1,0
Luke O'Connor,2016,1,0
Luke Vincent,2017,1,0
Lukewarm Media,2012,2,0
Lukewarm Media,2013,8,0
"Lukáš Osouch,Petr Čermák",2017,1,0
Lumak Software,2017,1,0
Lumenox ehf,2015,1,0
Lumenox ehf,2017,1,0
Luminark,2017,1,0
Luminy Studios,2015,1,1
"Lump of Sugar,HIKARI FIELD",2016,1,0
Lunacy Interactive,2017,1,0
Lunagames,2015,1,0
Lunar Collapse,2017,1,0
Lunar Giant,2010,1,0
Lunar Giant,2011,1,0
Lunar Giant,2012,1,0
Lunar Labs,2015,1,0
LunarCore Games,2016,2,0
LunarCore Games,2017,1,0
LunarCore Games,2018,1,0
"LunarCore Games,Challudym",2017,1,0
LunarPixel,2017,1,0
Lunarhellgames,2017,2,0
Lunarhellgames,2018,1,0
Lunatic Pixels,2016,1,0
Lunchbox Edu,2017,1,0
"Lunchtime Studios, LLC",2017,1,0
Lunisky studio,2016,2,0
Luo Zhi En,2017,1,0
Luotsi Entertainment,2017,1,0
Lupan Artiom Oleg,2016,1,0
Lupiesoft,2015,2,0
Lupiesoft,2017,1,0
Lushboy Studios,2017,1,0
Lusorion Creatives,2017,1,0
LuteGames,2017,1,0
Lux Caput (Andrey M),2017,1,0
Luxorix Games,2017,2,0
Léo-Games,2016,1,1
Léo-Games,2017,1,0
M&amp;H Soft,2017,1,0
M. Hanka,2016,3,0
M. Hanka,2017,2,0
M.BonKov,2016,1,0
M.J.H.X. Studio,2017,1,0
"M2 Co.,LTD",2015,2,0
"M2 Co.,LTD",2016,2,0
M2H,2015,1,0
M2H,2016,1,0
M2H,2017,1,0
"M2H,Blackmill Games",2015,1,0
"M2H,Blackmill Games",2017,1,0
MABManZ,2016,1,0
MADia Entertainment,2001,1,0
MADia Entertainment,2004,1,0
MAGES. Inc.,2015,3,0
MAGES. Inc.,2016,3,0
MAGES. Inc.,2017,1,0
"MAGES. Inc.,5pb",2017,1,0
"MAGES. Inc.,5pb.",2017,2,0
"MAGES. Inc.,5pb.,Experience Inc.",2017,6,0
"MAGES. Inc.,Tachyon Inc.,",2017,2,0
MAGIC Spell Studios,2016,1,0
"MAGIC Spell Studios,James Zolyak",2016,1,1
MAGICS,2015,4,1
MAGIX Software GmbH,2014,1,0
MAGIX Software GmbH,2015,5,0
MAGIX Software GmbH,2016,7,0
MAGIX Software GmbH,2017,16,0
MATRE,2017,2,0
MC2,2002,1,0
MC2,2004,1,0
MDKSound,2015,1,0
MDNA Games,2014,1,0
MDNA Games,2015,2,0
MDickie,2017,1,0
MECH'AT,2017,1,0
MEGAFUZZ,2014,1,0
MFAFB Games LLC,2017,1,0
MGP,2017,1,0
MGP Studios,2015,1,0
MGP Studios,2016,1,0
MING-CHIEN LEE,2017,1,1
MK-ULTRA Games,2015,1,0
MKLab,2015,1,0
MLB.com,2015,1,0
MLB.com,2016,1,0
MMEU,2016,1,0
MNB,2017,1,0
MOKKOGRAD,2017,1,0
MONKEY WRENCH STUDIO INC.,2017,1,0
MOONSTONE,2015,2,0
MP Game Studios,2018,1,0
"MPR ART Hallucinations,David Szymanski",2016,1,1
"MPR ART Hallucinations,Roger Levy",2015,1,0
"MPR ART Hallucinations,Roger Levy",2016,1,1
MPS Labs,1992,1,0
MPS Labs,1994,1,0
MR-Software GbR,2013,1,0
"MR-Software GbR,Rolf Westphalen",2014,1,0
MSRX22,2017,1,0
MT Worlds,2017,1,0
MTR,2017,1,0
MURA Interactive,2014,1,0
MURA Interactive,2016,1,0
"MWC,David J. Franco",2017,2,1
Machine 22,2013,2,0
Machine 22,2015,1,0
Machine 22,2016,2,0
Machine Games,2014,1,0
Machine Games,2017,4,0
Machine1357,2016,1,0
MachineGames,2015,1,0
MachineSpirit,2015,1,0
"Machineman1357,Phanom Games",2015,1,0
"Maciej Targoni,Michal Pawlowski",2017,1,0
"Maciej Targoni,Wojciech Wasiak",2015,2,0
"Maciej Targoni,Wojciech Wasiak",2016,1,0
"Mack Media,Caipirinha Games,DevQ1",2015,1,0
"Mad Capacity,LREVG",2016,2,0
Mad Fellows,2017,1,0
Mad Goblin Games,2015,1,0
Mad Head Games,2016,5,1
Mad Head Games,2017,7,0
"Mad Hunter Studio,EHTechnology",2016,1,0
"Mad Hunter Studio,EHTechnology",2017,1,0
Mad Mag Store,2017,2,0
Mad Mimic,2017,1,0
Mad Orange,2013,1,0
Mad Otter Games,1990,1,0
Mad Otter Games,2014,1,1
Mad Ram Software,2014,1,0
Mad Unicorn Games,2016,1,0
Mad Unicorn Games,2017,1,0
Mad Vulture Games,2016,1,0
MadGearGames,2017,2,0
MadLab Games,2017,1,0
MadMan Theory Games,2014,1,0
"MadMinute Games,NorbSoftDev",2006,1,0
MadOut Games,2017,1,0
Maddox Games,1997,1,0
Maddox Games,1998,1,0
Made of Bits,2017,1,0
MadeOfDinosaurs,2017,1,0
Madia Entertainment,2005,1,0
Madruga Works,2015,1,0
Magenta Factory,2011,1,0
Magenta Factory,2017,1,0
"Magenta Factory,Gustav Yu",2017,1,0
"Magenta Factory,ZiX Solutions",2017,1,0
"Magenta Factory,过路乐师A",2014,1,0
Magesoft,2017,1,0
Maggese,2017,1,0
Maggie McLean,2015,1,0
Magic Dungeon Studio,2017,1,0
Magic Item Tech,2015,1,0
Magic Item Tech,2017,1,0
Magic Notion,2015,1,0
Magic Pants,2015,1,0
Magic Pixel Kft.,2016,39,0
Magic Pixel Kft.,2017,11,0
Magic Sandbox,2016,1,0
Magic and Mirrors,2017,1,0
MagicIndie,2012,1,0
MagicIndie,2014,2,0
MagicIndie,2015,3,0
MagicIndie,2017,1,0
Magical Hackers,2015,1,0
Magical Hackers,2017,1,0
MagicalTimeBean,2011,1,0
MagicalTimeBean,2012,1,0
MagicalTimeBean,2014,1,0
Magicbane,2013,1,0
Magicbane,2015,1,0
Magiko Gaming,2014,1,0
Magnetic Realms,2014,1,0
Magnetic Realms,2015,1,0
"Magnetic Realms,Bravewave",2015,1,0
Magnitude 3,2014,1,0
Magnolia Art,2016,1,0
Magnolia Art,2017,1,0
Magory.net,2016,2,0
Mahdi Bahrami,2017,1,0
"Mahhaon Horror, Sun Pixel",2017,1,0
"Mahhaon,Art-Arcade,Sun Pixel",2016,1,0
Maik Goltz,2017,1,0
Mail.ru Games,2016,1,1
Maithonis Studios,2016,1,0
Major Games,2015,1,0
Makivision Games,2009,1,0
Makivision Games,2015,2,0
Makivision Games,2017,3,0
Malfador Machinations,2006,2,0
Maltakreuz,2015,1,0
"Maltakreuz,Goodsir",2017,1,0
Malzbie Games,2017,3,1
Man-Eater Games,2017,1,0
ManBeardGames,2017,1,0
Mana Games,2009,1,0
Mana Games,2013,1,0
Mana Games,2015,1,0
Mana Games,2016,1,1
Mana Potion Studios,2016,1,0
ManaVoid Entertainment Inc.,2016,2,0
Mandlebar,2015,2,0
Mando productions,2012,1,0
Mandragora,2015,2,0
Mandragora,2017,2,0
Mango Protocol,2015,1,0
Mango Protocol,2016,1,0
Mango Protocol,2017,2,0
Mani Kommoula,2017,1,1
Manic Game Studios,2011,1,0
Manic Mind Game Lab,2016,1,0
Manic Mind Game Lab,2017,7,1
Manifesto Game Studio,2015,1,0
Manipulation Machine,2016,1,1
Mantis Games,2017,2,0
"Manuel Pazos,Daniel Celemín",2016,2,2
Manufacture 43,2017,1,0
Manyland,2015,1,0
Maple Flag,2017,5,0
Marafigogames,2017,1,0
Marc-Antoine Jacob,2017,1,0
Marcelo Barbosa,2015,1,0
Marcelo Villarreal,2017,1,0
March Entertainment,2013,1,0
Marcin Mikołajczyk,2017,1,0
Marco Amadei,2017,1,0
Marco Noordergraaf,2017,1,0
Marco Tancredi,2016,1,0
Marcos Dumont,2016,1,0
Marcos Rocha,2017,2,0
Mariaglorum,2016,1,0
Mariaglorum,2017,2,0
Mariano Larronde,2017,1,0
Marie Ronnaux Games,2014,1,0
"Mario von Rickenbach,Etter Studio,Tale of Tales,Cardboard Computer,Pol Clarissou,Katie Rose Pipkin,Santa Ragione",2016,1,1
"Mario von Rickenbach,Michael Frei",2015,1,0
"Mario von Rickenbach,Playables",2016,1,0
Mariusz Gibas,2017,1,0
Mark Chong,2015,1,0
Mark Fassett,2017,1,0
Mark France,2017,1,0
Mark Hagan,2017,1,0
Mark Healey,2005,1,0
Mark Sowders,2017,1,0
Markus Döbele,2015,1,0
Markus Fick,2015,1,0
Markus Zierhofer,2017,1,0
Marmalade Game Studio Ltd,2015,1,0
Marmoset LLC,2016,2,0
Marsbound,2016,2,1
Marshlight Software,2017,1,0
Martin Cerdeira,2016,1,0
Martin Crownover,2017,1,0
Martin Helvig,2017,1,0
Martin Ivanov,2011,1,0
Martin Knopf,2017,1,0
Martin Mitov,2017,1,0
Martin Veilleux,2015,1,0
Maru Games,2017,1,0
Maru Project Develop Team,2017,1,0
Marvelous Inc.,2017,34,0
"Marvelous, Inc.",2016,1,0
Marxnet,2015,1,1
"Masangsoft, Inc.",2014,1,1
Maschinen-Mensch,2015,1,0
Maschinen-Mensch,2016,1,0
Mascot Entertainment,2004,1,0
Mascot Entertainment,2008,1,0
Mason Lindroth,2015,1,0
Mass Creation,2016,1,0
MassDiGI,2017,1,0
"Massive Damage, Inc.",2016,2,0
"Massive Damage, Inc.",2017,3,0
Massive Entertainment,2000,1,0
Massive Entertainment,2004,1,0
Massive Entertainment,2016,11,0
Massive Entertainment,2017,1,0
Master Creating,2008,1,0
Master Key Simulations,2017,1,0
Master Technologies,2015,1,0
Mastfire Studios Pty Ltd,2017,2,0
Masthead Studios Ltd,2014,5,1
Mateusz Kulis,2016,1,0
Mateusz Kuliś,2016,1,0
"Math Nerd Productions, LLC",2015,1,0
Mathias,2017,1,0
Matouš Lörinc,2017,1,0
Matrix Games,2012,1,0
Matrix Trains,2016,19,0
Matrix Trains,2017,20,0
Matt Crux,2016,1,0
Matt Dabrowski,2017,1,0
Matt Edzenga,2015,2,0
Matt Frank,2017,1,0
Matt Gadient,2015,2,0
Matt Glanville,2016,1,0
Matt Grimm,2015,1,0
Matt Hooper,2016,1,0
"Matt Kap,Nicalis, Inc.",2015,1,0
Matt Roszak,2010,1,1
Matt Roszak,2014,1,0
Matt Roszak,2015,1,0
Matt Thompson,2017,1,0
Matt Thorson,2014,1,0
Matt Thorson,2015,1,0
"Matteo Cillario,Riccardo Runci,Niccolo' Passeri,Giulia Sorrentino",2016,1,0
Matterhorn Software LTD,2016,1,0
Matthew Brown,2014,4,1
Matthew Brown,2015,2,1
Matthew Brown,2017,1,0
Matthew Coyle,2016,1,0
Matthew Giordano,2017,1,0
