user_id,total_items,total_spent
76561198087278159,5,0.0
76561198087279731,6,59.99
76561198087282941,51,153.6
76561198087284245,9,74.95
76561198087287407,8,9.99
76561198087288648,1,0.0
76561198087291547,45,400.62
76561198087293020,2,0.0
76561198087296297,4,0.0
76561198087296364,4,59.96
76561198087298145,17,211.87
76561198087302899,42,470.72
76561198087306814,29,369.82
76561198087309780,12,79.95
76561198087309851,1,0.0
76561198087310986,75,862.12
76561198087312533,11,74.96
76561198087312804,18,183.86
76561198087315458,18,74.94
76561198087324960,26,292.61
76561198087328712,41,340.82
76561198087329244,16,174.77
76561198087330199,82,843.36
76561198087345682,12,169.95
76561198087347504,48,146.8
76561198087348044,18,144.94
76561198087357046,97,605.16
76561198087368301,92,475.12
76561198087377044,17,179.76
76561198087377710,19,77.78
76561198087378537,78,284.51
76561198087379866,31,174.89
76561198087380689,3,19.99
76561198087381424,46,656.67
76561198087383526,3,39.98
76561198087387656,7,0.0
76561198087389367,4,0.0
76561198087390454,26,125.91
76561198087391492,6,0.0
76561198087391892,57,281.54
76561198087396349,22,239.84
76561198087400570,3,0.0
76561198087407319,66,718.65
76561198087408867,65,781.5
76561198087416052,3,0.0
76561198087418245,2,0.0
76561198087418477,3,57.97
76561198087418747,20,276.69
76561198087419337,121,1529.76
76561198087423111,11,74.95
76561198087428045,8,79.98
76561198087429279,69,467.53
76561198087430106,15,270.88
76561198087431712,35,443.71
76561198087438032,50,535.76
76561198087439032,17,179.87
76561198087439821,16,207.9
76561198087440667,57,492.5
76561198087441442,12,104.94
76561198087444828,33,301.84
76561198087445400,93,345.39
76561198087445940,11,0.0
76561198087446451,7,194.93
76561198087447302,18,0.0
76561198087447683,96,1216.64
76561198087448010,44,539.6
76561198087451601,1,9.99
76561198087452489,11,9.99
76561198087456083,6,0.0
76561198087456789,79,992.24
76561198087457257,6,59.96
76561198087457644,52,27.78
76561198087459716,19,116.82
76561198087460290,21,59.86
76561198087461945,7,99.95
76561198087466439,53,988.52
76561198087467134,33,334.67
76561198087467217,2,19.99
76561198087469366,8,29.98
76561198087471896,13,14.99
76561198087472102,12,19.99
76561198087473102,3,29.97
76561198087473691,14,18.97
76561198087476924,6,64.97
76561198087480152,78,642.3
76561198087482311,94,828.47
76561198087484124,2,9.99
76561198087485459,12,9.99
76561198087485498,16,74.95
76561198087488410,2,19.99
76561198087491832,8,29.97
76561198087492603,26,323.79
76561198087493270,96,268.73
76561198087494893,3,0.0
76561198087498787,57,310.57
76561198087499166,166,1785.58
76561198087500027,10,84.82
76561198087503493,49,470.53
76561198087504098,22,275.61
76561198087506683,5,8.9
76561198087507270,61,487.41
76561198087510177,3,0.0
76561198087511238,10,34.98
76561198087511622,10,147.91
76561198087512580,62,132.72
76561198087512634,5,0.0
76561198087512649,52,508.59
76561198087515956,53,613.69
76561198087516469,3,34.98
76561198087521033,29,299.73
76561198087521446,5,0.0
76561198087523477,33,340.85
76561198087524720,31,351.8
76561198087525621,9,64.94
76561198087525726,29,154.89
76561198087527230,40,358.7
76561198087527685,59,542.59
76561198087530769,1,8.9
76561198087534380,29,178.7
76561198087535785,18,209.75
76561198087538059,11,17.79
76561198087539126,6,24.98
76561198087542500,45,315.84
76561198087543295,17,120.9
76561198087545259,58,309.58
76561198087546697,48,292.56
76561198087548672,71,633.44
76561198087556727,47,68.55
76561198087556816,5,34.97
76561198087556976,97,1170.09
76561198087557357,7,0.0
76561198087557435,44,382.76
76561198087558194,37,88.84
76561198087559139,5,29.98
76561198087562023,15,54.96
76561198087566671,149,2009.7
76561198087570173,66,903.23
76561198087574887,67,298.56
76561198087574900,47,497.71
76561198087578204,47,417.61
76561198087582146,3,19.99
76561198087584008,11,29.98
76561198087586057,57,98.74
76561198087586464,31,190.84
76561198087587397,69,901.49
76561198087588817,1,2.99
76561198087589175,110,1299.25
76561198087589643,126,1867.76
76561198087590205,62,479.63
76561198087590579,8,0.0
76561198087592918,2,0.0
76561198087594582,3,17.98
76561198087594857,16,83.86
76561198087597572,12,53.88
76561198087601072,60,609.64
76561198087601094,21,46.95
76561198087604441,4,39.98
76561198087607110,18,196.87
76561198087607264,4,19.99
76561198087609061,38,463.61
76561198087609931,11,54.96
76561198087610225,1,0.0
76561198087611210,23,239.88
76561198087611382,2,0.0
76561198087612430,28,328.8
76561198087612890,58,549.47
76561198087619542,3,49.97
76561198087620094,32,299.77
76561198087620337,10,43.87
76561198087624245,31,302.63
76561198087626205,38,216.6
76561198087629781,136,800.95
76561198087630045,40,340.62
76561198087633253,13,89.93
76561198087636137,12,74.98
76561198087639018,55,354.65
76561198087642264,3,19.98
76561198087643460,114,1624.95
76561198087644897,55,162.69
76561198087648439,6,39.98
76561198087650886,60,449.55
76561198087651091,2,9.99
76561198087653991,7,84.75
76561198087654581,106,887.99
76561198087660096,34,18.89
76561198087661209,9,99.93
76561198087661229,33,27.78
76561198087661712,5,159.97
76561198087667895,21,138.82
76561198087668199,33,273.66
76561198087678190,38,354.7
76561198087681999,47,482.51
76561198087682576,7,0.0
76561198087683575,37,171.57
76561198087693951,43,24.97
76561198087699908,142,1773.84
76561198087700511,13,159.9
76561198087702657,14,88.86
76561198087709724,69,536.6
76561198087710437,8,0.0
76561198087711424,7,76.96
76561198087714314,9,140.7
76561198087717668,16,163.9
76561198087721066,37,287.63
76561198087721867,25,69.96
76561198087725349,11,94.95
76561198087729571,54,488.22
76561198087730856,19,23.89
76561198087734860,23,174.94
76561198087739188,7,0.0
76561198087747112,118,888.39
76561198087753522,43,459.74
76561198087754089,101,1029.67
76561198087756438,15,24.98
76561198087756673,74,788.41
76561198087763223,4,79.98
76561198087766720,72,228.37
76561198087767019,25,281.75
76561198087767975,29,119.94
76561198087768751,36,506.75
76561198087768968,51,637.49
76561198087769909,3,59.99
76561198087770592,19,215.85
76561198087773443,2,29.98
76561198087773983,13,154.9
76561198087775017,38,62.75
76561198087776282,1,0.0
76561198087779228,6,49.96
76561198087785603,5,44.97
76561198087786611,22,74.95
76561198087787717,15,22.98
76561198087789988,31,393.78
76561198087794756,12,164.92
76561198087795898,27,89.92
76561198087797763,12,89.94
76561198087803089,3,19.99
76561198087804472,25,302.8
76561198087805793,1,2.99
76561198087806857,20,362.79
76561198087809390,78,713.41
76561198087812880,12,81.95
76561198087813070,64,745.41
76561198087814808,2,9.99
76561198087818012,176,2249.55
76561198087825054,28,308.76
76561198087827191,86,723.34
76561198087828377,12,134.83
76561198087829868,128,1362.14
76561198087830537,70,996.49
76561198087831534,9,0.0
76561198087831627,60,421.63
76561198087836043,9,0.0
76561198087836787,31,384.65
76561198087837304,133,1347.94
76561198087838366,3,19.99
76561198087841867,18,370.82
76561198087843921,31,72.75
76561198087843941,52,669.37
76561198087845573,61,467.51
76561198087845917,3,19.99
76561198087848789,32,364.89
76561198087854030,42,359.67
76561198087854289,7,134.97
76561198087856669,1,0.0
76561198087859867,5,29.98
76561198087864355,9,54.96
76561198087865526,4,19.98
76561198087867088,62,509.45
76561198087871303,3,9.99
76561198087871638,52,229.87
76561198087872607,10,91.95
76561198087872790,10,67.75
76561198087874446,38,409.78
76561198087879168,9,170.9
76561198087880030,51,387.57
76561198087881027,4,0.0
76561198087883568,18,229.66
76561198087887947,28,313.79
76561198087889132,10,79.96
76561198087894201,3,34.98
76561198087903875,54,694.48
76561198087904925,2,9.99
76561198087905412,15,289.83
76561198087907526,9,0.0
76561198087914969,43,234.73
76561198087915820,26,153.83
76561198087919452,45,145.73
76561198087919722,34,218.82
76561198087922707,45,840.59
76561198087929509,16,37.78
76561198087930289,53,265.42
76561198087934431,92,792.17
76561198087935969,81,921.4
76561198087939976,33,31.88
76561198087940080,126,1021.88
76561198087943265,35,199.88
76561198087944125,19,169.89
76561198087946835,20,127.92
76561198087950498,56,915.22
76561198087951172,59,463.66
76561198087952288,38,145.89
76561198087953384,9,74.96
76561198087954198,68,423.64
76561198087954962,27,144.94
76561198087955020,30,144.8
76561198087955485,5,3.99
76561198087956515,50,428.67
76561198087956654,39,483.73
76561198087957421,76,1048.38
76561198087958329,21,56.84
76561198087961430,2,0.99
76561198087961503,31,438.73
76561198087961923,4,49.97
76561198087964333,6,59.97
76561198087966210,5,9.99
76561198087974558,13,34.97
76561198087977444,2,14.99
76561198087977919,6,79.95
76561198087978958,64,625.46
76561198087979850,51,782.63
76561198087980305,16,84.91
76561198087982200,57,457.56
76561198087982515,3,49.98
76561198087984209,5,9.99
76561198087987687,30,17.79
76561198087988834,17,109.96
76561198087989545,189,1644.67
76561198087992251,84,561.19
76561198087993743,70,1004.2
76561198087994542,10,8.9
76561198087994742,24,184.9
76561198087997441,14,44.96
76561198088000520,36,439.73
76561198088003895,14,14.99
76561198088004195,9,119.97
76561198088009683,46,487.58
76561198088016704,5,8.9
76561198088020203,4,54.97
76561198088022600,29,264.66
76561198088022840,36,342.69
76561198088027331,31,357.64
76561198088031338,5,68.86
76561198088033811,13,94.94
76561198088035482,7,0.0
76561198088035962,15,144.92
76561198088035972,37,114.95
76561198088037781,17,159.93
76561198088038279,3,0.0
76561198088041945,73,1170.4
76561198088042149,15,74.95
76561198088043123,22,191.82
76561198088045830,37,343.6
76561198088050789,11,144.93
76561198088052883,15,119.93
76561198088054470,53,296.55
76561198088063039,14,44.97
76561198088066329,41,434.76
76561198088066480,8,0.0
76561198088066683,44,609.7
76561198088067363,62,1060.52
76561198088072052,2,44.98
76561198088073863,1,0.0
76561198088074266,53,665.58
76561198088075383,9,107.97
76561198088076233,19,73.86
76561198088081025,43,195.71
76561198088082495,105,536.39
76561198088084770,20,74.97
76561198088087503,102,366.51
76561198088094255,3,0.0
76561198088096734,12,102.93
76561198088097610,44,179.77
76561198088100398,69,1381.35
76561198088102246,3,0.0
76561198088103936,51,271.72
76561198088107620,80,571.54
76561198088108580,10,52.96
76561198088114258,35,277.64
76561198088116776,124,1029.29
76561198088119921,8,67.76
76561198088127025,9,9.99
76561198088127282,30,200.85
76561198088129281,65,582.37
76561198088129605,68,526.64
76561198088129938,23,199.88
76561198088130903,67,791.31
76561198088132584,7,37.77
76561198088133353,8,74.95
76561198088135570,24,94.93
76561198088136724,13,146.8
76561198088140468,95,913.4
76561198088143921,151,792.93
76561198088144150,1,9.99
76561198088145132,123,1345.08
76561198088151265,3,19.99
76561198088154490,37,572.69
76561198088155821,76,266.58
76561198088157543,43,662.59
76561198088159532,39,486.6
76561198088163290,10,79.94
76561198088164746,72,918.3
76561198088166110,52,510.3
76561198088166268,7,24.98
76561198088166694,12,109.92
76561198088167260,54,660.64
76561198088170552,34,408.5
76561198088184009,13,59.95
76561198088184701,14,70.94
76561198088186830,21,140.91
76561198088196846,86,476.24
76561198088198104,2,0.0
76561198088198330,26,219.89
76561198088200571,21,142.78
76561198088203016,86,764.28
76561198088206812,46,359.73
76561198088209379,72,623.36
76561198088209407,247,2060.33
76561198088213120,23,341.74
76561198088216646,18,145.9
76561198088218608,46,444.74
76561198088218846,59,310.77
76561198088221869,53,198.77
76561198088222537,6,1.99
76561198088224663,65,384.59
76561198088224674,1,0.0
76561198088226514,14,59.96
76561198088227961,2,29.98
76561198088228692,122,879.2
76561198088231449,26,174.78
76561198088238670,123,863.39
76561198088239042,4,0.0
76561198088240927,4,0.0
76561198088246808,2,0.0
76561198088247035,61,497.47
76561198088257708,13,29.98
76561198088259898,55,1046.43
76561198088266889,21,14.98
76561198088278151,14,124.93
76561198088279126,14,114.89
76561198088279635,50,524.46
76561198088280215,9,54.95
76561198088280275,4,49.98
76561198088284358,4,19.98
76561198088290361,26,212.89
76561198088291430,232,2357.2
76561198088292793,11,89.94
76561198088292952,2,19.99
76561198088294044,8,59.99
76561198088296689,53,527.58
76561198088300427,78,623.26
76561198088303863,40,102.73
76561198088307038,25,118.83
76561198088307594,12,230.87
76561198088307627,14,19.99
76561198088311421,11,70.96
76561198088315165,68,733.16
76561198088320031,108,310.46
76561198088330505,73,389.41
76561198088332982,18,27.78
76561198088334047,9,0.0
76561198088334125,2,0.0
76561198088336699,18,153.81
76561198088340679,58,692.44
76561198088342391,3,0.0
76561198088343958,33,132.72
76561198088348251,7,37.96
76561198088353235,57,446.61
76561198088356471,12,140.93
76561198088356738,11,134.95
76561198088359844,15,165.88
76561198088361642,1,19.99
76561198088366669,28,110.91
76561198088367955,4,28.89
76561198088373967,29,209.82
76561198088375962,28,103.82
76561198088377808,20,175.9
76561198088378367,106,859.11
76561198088378528,11,49.98
76561198088380296,4,9.99
76561198088380839,15,84.96
76561198088381412,8,29.98
76561198088382244,17,134.92
76561198088390828,19,0.0
76561198088391518,43,455.79
76561198088394689,4,19.99
76561198088397505,86,658.21
76561198088398717,3,0.0
76561198088399476,19,69.95
76561198088399664,18,299.88
76561198088401537,16,69.95
76561198088402422,23,174.77
76561198088407985,81,921.28
76561198088408984,30,273.73
76561198088410029,8,84.95
76561198088410602,27,47.96
76561198088415575,47,369.74
76561198088416466,46,91.63
76561198088418954,23,41.96
76561198088422850,3,0.0
76561198088427353,5,42.96
76561198088430070,6,29.97
76561198088437475,7,0.0
76561198088437883,34,249.84
76561198088438223,4,24.98
76561198088441209,19,0.0
76561198088442002,20,282.54
76561198088446357,38,233.77
76561198088447673,36,262.63
76561198088458176,11,0.0
76561198088463711,64,208.82
76561198088472271,56,551.5
76561198088472385,66,690.53
76561198088475167,27,266.74
76561198088475853,2,0.0
76561198088476495,60,467.62
76561198088477241,12,14.99
76561198088481836,2,9.99
76561198088482436,19,64.97
76561198088483761,2,12.98
76561198088484027,20,49.96
76561198088484161,3,0.0
76561198088484534,3,24.98
76561198088485452,101,377.28
76561198088486347,49,382.45
76561198088486397,3,14.99
76561198088490613,10,37.78
76561198088491222,53,669.39
76561198088492399,31,252.67
76561198088502466,63,380.84
76561198088502736,22,192.91
76561198088508070,21,244.67
76561198088508572,9,84.97
76561198088511149,6,0.0
76561198088515478,20,184.93
76561198088516517,3,39.98
76561198088519752,5,49.96
76561198088522695,6,37.96
76561198088524919,29,255.6
76561198088530274,27,98.87
76561198088531301,36,434.81
76561198088531324,20,199.89
76561198088538797,53,446.43
76561198088539105,80,685.46
76561198088539209,20,44.97
76561198088542650,26,205.69
76561198088542836,18,186.84
76561198088546483,13,34.97
76561198088546651,12,174.95
76561198088551332,9,0.0
76561198088554115,8,29.98
76561198088555989,5,14.99
76561198088556597,45,148.81
76561198088557973,2,39.99
76561198088560321,55,289.68
76561198088560485,144,990.95
76561198088560670,68,524.65
76561198088568192,45,487.72
76561198088568713,6,39.98
76561198088568935,43,412.43
76561198088569248,4,14.99
76561198088571383,49,675.84
76561198088573171,31,192.85
76561198088573237,24,63.85
76561198088577034,7,34.98
76561198088577105,2,9.99
76561198088580022,16,64.95
76561198088581628,45,406.54
76561198088582049,33,87.75
76561198088583151,49,650.71
76561198088583840,120,1862.81
76561198088584293,29,465.79
76561198088585765,1,0.0
76561198088590641,9,43.87
76561198088595688,23,189.93
76561198088596533,20,434.85
76561198088596725,24,0.0
76561198088598699,4,9.99
76561198088599132,52,723.56
76561198088599480,17,98.84
76561198088601141,17,104.94
76561198088603213,7,0.0
76561198088604675,62,481.7
76561198088606103,27,124.91
76561198088606516,45,351.65
76561198088610189,2,29.99
76561198088615458,27,172.91
76561198088615969,308,3168.3
76561198088617212,118,1815.82
76561198088617592,41,254.94
76561198088619243,47,148.38
76561198088630695,30,198.8
76561198088631217,1,9.99
76561198088633724,66,839.4
76561198088634120,54,593.58
76561198088635279,94,629.38
76561198088639005,3,0.0
76561198088639536,1,9.99
76561198088639620,42,717.64
76561198088641465,2,0.0
76561198088645276,47,287.74
76561198088645702,128,1427.78
76561198088648280,78,990.23
76561198088650590,79,1092.22
76561198088651687,43,465.76
76561198088651746,2,9.99
76561198088655268,35,488.67
76561198088656790,7,61.95
76561198088658300,4,68.89
76561198088659185,10,59.95
76561198088661531,178,1898.54
76561198088662572,8,9.99
76561198088667090,2,0.0
76561198088668608,50,518.68
76561198088669200,11,18.89
76561198088670023,54,569.61
76561198088672145,39,629.71
76561198088672275,20,353.8
76561198088673000,72,686.52
76561198088673148,2,19.98
76561198088673274,46,337.81
76561198088677431,2,0.0
76561198088678391,21,354.69
76561198088679461,26,320.82
76561198088681787,19,232.83
76561198088682711,3,0.0
76561198088683782,5,19.99
76561198088683952,6,101.85
76561198088687879,38,416.6
76561198088689262,3,24.99
76561198088690932,27,38.88
76561198088694136,3,0.0
76561198088696977,2,9.99
76561198088698631,21,161.91
76561198088699917,32,253.71
76561198088700626,15,69.95
76561198088701303,29,239.72
76561198088709404,72,690.45
76561198088714093,8,99.96
76561198088714719,7,44.97
76561198088716282,194,2040.52
76561198088719806,15,9.99
76561198088720737,26,123.85
76561198088727314,32,253.63
76561198088729227,53,356.53
76561198088733623,41,289.26
76561198088733960,31,429.8
76561198088735734,7,9.99
76561198088736239,17,29.88
76561198088738247,27,227.9
76561198088742455,1,9.99
76561198088743596,16,2.99
76561198088745442,80,715.41
76561198088748682,260,2991.95
76561198088748895,33,252.81
76561198088751275,3,19.99
76561198088752860,3,49.97
76561198088755490,35,267.79
76561198088756947,44,487.7
76561198088757963,5,62.96
76561198088758200,38,93.96
76561198088760451,12,150.9
76561198088761134,38,463.77
76561198088763793,18,152.7
76561198088776018,36,465.7
76561198088779915,39,393.74
76561198088783449,47,367.76
76561198088785160,24,221.82
76561198088785660,75,560.5
76561198088788251,31,354.46
76561198088789344,3,14.99
76561198088790225,18,194.9
76561198088791544,11,205.87
76561198088793712,5,29.98
76561198088794142,16,263.76
76561198088795247,1,19.99
76561198088795912,62,371.08
76561198088799241,76,535.62
76561198088801581,19,123.82
7656119808880205,10,19.99
76561198088802064,115,1941.0
76561198088802805,15,58.86
76561198088806161,21,190.86
76561198088807138,109,1037.04
76561198088808564,117,890.43
76561198088809382,3,0.0
76561198088810638,25,213.78
76561198088812319,35,85.74
76561198088813779,90,1070.24
76561198088814202,9,0.0
76561198088815236,50,344.57
76561198088823171,1,0.0
76561198088823447,8,0.0
76561198088826448,19,108.81
76561198088826604,52,702.34
76561198088829844,3,0.99
76561198088830380,37,624.7
76561198088830592,26,86.93
76561198088838638,130,1316.86
76561198088843017,26,422.69
76561198088844664,71,1023.48
76561198088844840,125,985.47
76561198088846060,24,134.91
76561198088847636,19,130.91
76561198088850162,23,44.97
76561198088850943,51,444.34
76561198088852059,169,436.4
76561198088854011,2,0.0
76561198088854780,3,39.98
76561198088856110,20,49.97
76561198088857515,39,772.51
76561198088860373,19,88.87
76561198088860621,45,177.67
76561198088865795,23,0.0
76561198088865993,32,297.71
76561198088868685,4,14.99
76561198088869440,62,595.54
76561198088870250,15,48.86
76561198088870703,34,131.79
76561198088873301,215,2657.18
76561198088873808,3,8.9
76561198088874821,2,0.0
76561198088880648,41,328.38
76561198088881293,16,272.87
76561198088881478,81,478.57
76561198088882253,38,405.58
76561198088886304,97,1463.14
76561198088889229,5,79.96
76561198088889521,52,330.61
76561198088890688,38,67.93
76561198088890825,37,523.62
76561198088891836,20,137.93
76561198088892521,55,344.55
76561198088893396,4,19.99
76561198088893742,6,28.88
76561198088899777,86,1215.92
76561198088900187,10,144.96
76561198088901123,17,265.87
76561198088902095,1,9.99
76561198088903091,18,118.84
76561198088903432,15,0.0
76561198088907884,127,1650.97
76561198088910028,19,58.95
76561198088910522,26,139.89
76561198088910662,120,1275.44
76561198088913673,2,0.0
76561198088915006,6,9.99
76561198088917465,30,113.85
76561198088917894,3,0.0
76561198088918807,136,1073.58
76561198088921919,209,2767.15
76561198088923669,3,19.99
76561198088927562,47,623.69
76561198088927969,63,480.57
76561198088929153,7,119.94
76561198088929935,6,119.97
76561198088930317,17,176.88
76561198088930910,58,274.52
76561198088931923,39,404.82
76561198088932649,22,108.95
76561198088932660,130,471.15
76561198088933292,4,0.0
76561198088940534,55,423.75
76561198088942194,18,193.69
76561198088943060,26,421.81
76561198088944164,25,290.81
76561198088944293,131,1683.93
76561198088947777,65,680.12
76561198088948199,82,1011.4
76561198088949412,2,0.0
76561198088950123,83,398.54
76561198088952534,54,491.51
76561198088953440,1,0.0
76561198088957798,76,192.69
76561198088958092,2,14.99
76561198088959372,16,69.96
76561198088963802,13,181.81
76561198088966110,27,312.83
76561198088971411,31,64.93
76561198088974083,1,19.99
76561198088974596,144,859.13
76561198088975680,3,19.99
76561198088983081,30,293.66
76561198088983592,14,145.91
76561198088984855,4,24.99
76561198088988053,26,177.68
76561198088988671,2,0.0
76561198088993767,12,74.94
76561198088994206,19,133.83
76561198088994310,3,0.0
76561198088994823,20,128.82
76561198088996332,6,14.99
76561198088999060,4,39.98
76561198089000227,3,39.97
76561198089002231,7,207.86
76561198089004769,16,139.79
76561198089005791,6,19.99
76561198089007454,42,106.63
76561198089007820,2,4.99
76561198089007932,8,64.97
76561198089010454,13,34.98
76561198089011857,8,48.87
76561198089012992,4,27.97
76561198089015852,1,0.0
76561198089020463,7,189.96
76561198089021273,5,8.9
76561198089021535,15,0.0
76561198089024454,54,635.44
76561198089024507,13,57.92
76561198089025822,18,8.9
76561198089026473,31,29.97
76561198089026744,28,184.76
76561198089027615,5,14.99
76561198089029910,12,119.91
76561198089032867,81,1092.97
76561198089034728,1,0.99
76561198089036329,19,197.87
76561198089037205,74,676.19
76561198089041297,19,292.52
76561198089041952,1,9.99
76561198089044145,17,19.99
76561198089044492,5,9.99
76561198089048896,44,422.55
76561198089050569,5,79.98
76561198089053903,36,326.61
76561198089054275,93,220.2
76561198089054941,10,95.95
76561198089055002,12,134.93
76561198089056043,13,151.81
76561198089058724,3,9.99
76561198089060061,56,681.45
76561198089060461,15,223.85
76561198089060735,13,56.94
76561198089064393,35,246.64
76561198089065693,36,177.76
76561198089068287,10,104.92
76561198089068597,13,44.97
76561198089069408,15,107.92
76561198089076206,62,779.19
76561198089077508,5,44.97
76561198089077856,4,4.99
76561198089081297,4,24.98
76561198089082829,45,412.7
76561198089083202,85,886.14
76561198089084860,20,169.88
76561198089085067,14,135.91
76561198089092250,89,881.27
76561198089092783,28,344.72
76561198089093825,65,767.92
76561198089094606,6,39.97
76561198089097356,3,29.98
76561198089098193,43,814.66
76561198089099574,2,8.9
76561198089101981,62,390.64
76561198089104925,8,130.93
76561198089107316,3,39.97
76561198089113522,14,109.93
76561198089117691,97,335.7
76561198089123722,54,345.74
76561198089124436,2,0.0
76561198089124575,5,64.95
76561198089125974,78,680.55
76561198089127271,38,215.72
76561198089127380,25,154.89
76561198089129708,2,0.0
76561198089130057,18,114.93
76561198089131001,121,1291.85
76561198089131119,7,14.99
76561198089131355,12,59.97
76561198089135179,150,669.33
76561198089141749,13,54.94
76561198089150536,6,9.99
76561198089152058,36,682.43
76561198089153132,54,826.32
76561198089153664,51,498.65
76561198089155376,4,0.0
76561198089157499,11,37.78
76561198089158782,137,1063.71
76561198089160897,88,867.89
76561198089161657,3,24.98
76561198089171318,15,99.95
76561198089171377,4,0.0
76561198089174540,12,28.89
76561198089178080,5,44.97
76561198089179751,8,39.98
76561198089179910,68,1147.32
76561198089183062,56,428.64
76561198089185565,7,127.91
76561198089188327,11,109.94
76561198089191476,30,185.87
76561198089193401,19,119.92
76561198089195777,15,162.88
76561198089197351,92,973.32
76561198089200630,34,228.76
76561198089201181,10,19.99
76561198089204482,26,32.86
76561198089205120,6,18.89
76561198089206435,33,63.86
76561198089211416,13,209.95
76561198089213571,7,59.98
76561198089218611,73,636.64
76561198089220459,62,722.37
76561198089222425,23,270.79
76561198089224045,4,0.0
76561198089224083,32,423.66
76561198089225181,78,516.28
76561198089228252,97,648.52
76561198089229212,8,19.98
76561198089234698,7,0.0
76561198089237429,12,34.97
76561198089238166,28,154.92
76561198089239323,56,32.78
76561198089241366,9,147.95
76561198089241750,11,34.98
76561198089242036,109,1051.31
76561198089242816,2,0.0
76561198089242996,10,149.93
76561198089243087,11,107.9
76561198089245812,7,39.97
76561198089249672,9,67.76
76561198089252381,27,459.44
76561198089254358,2,9.99
76561198089254413,5,44.96
76561198089255976,7,50.95
76561198089266352,27,59.94
76561198089271457,21,181.89
76561198089271904,14,19.99
76561198089272041,10,24.98
76561198089274622,52,239.26
76561198089275647,46,453.55
76561198089277054,42,324.79
76561198089278502,63,285.19
76561198089280012,16,19.99
76561198089280378,11,9.98
76561198089280527,9,54.96
76561198089282212,41,456.62
76561198089284142,32,192.66
76561198089286644,32,321.61
76561198089287567,11,34.98
76561198089288206,46,489.65
76561198089288956,56,266.72
76561198089291603,6,29.97
76561198089295925,2,19.99
76561198089296397,55,723.59
76561198089296751,32,304.77
76561198089297196,12,14.99
76561198089297836,2,14.99
76561198089299938,33,239.42
76561198089300394,68,357.32
76561198089301747,64,707.53
76561198089304447,44,566.55
76561198089304534,7,18.89
76561198089306007,14,15.98
76561198089307311,20,156.87
76561198089309136,16,19.99
76561198089309634,70,252.61
76561198089316926,10,32.88
76561198089317370,104,1727.94
76561198089317430,13,73.87
76561198089319313,11,119.92
76561198089320071,76,629.42
76561198089320725,4,0.0
76561198089321595,24,201.8
76561198089321751,56,264.53
76561198089324283,48,429.58
76561198089325036,33,239.72
76561198089331221,48,149.61
76561198089331648,10,159.93
76561198089332194,42,461.64
76561198089338796,5,49.97
76561198089340688,5,34.97
76561198089344348,21,204.86
76561198089346010,11,74.95
76561198089346291,125,1228.0
76561198089349493,275,3775.49
76561198089350016,63,928.53
76561198089350034,15,89.94
76561198089351211,109,1619.15
76561198089351342,20,202.86
76561198089353497,27,32.78
76561198089354029,43,273.67
76561198089354509,27,205.55
76561198089355060,56,558.62
76561198089355998,89,823.05
76561198089360040,24,374.83
76561198089360928,42,214.68
76561198089364876,39,521.69
76561198089365649,30,299.66
76561198089366336,36,208.85
76561198089368536,14,146.94
76561198089377220,30,154.77
76561198089377783,4,8.9
76561198089378082,6,68.86
76561198089384570,5,46.97
76561198089393905,103,1493.01
76561198089395554,29,62.65
76561198089399646,38,86.68
76561198089402435,10,146.83
76561198089403782,13,73.86
76561198089405146,13,64.98
76561198089413275,101,1381.22
76561198089417292,22,138.51
76561198089417383,72,871.22
76561198089417617,1,0.0
76561198089419362,32,212.78
76561198089419906,12,83.85
76561198089420315,4,0.0
76561198089425029,21,64.96
76561198089429830,4,0.0
76561198089434180,18,109.93
76561198089436384,56,193.73
76561198089437180,3,20.98
76561198089438735,10,29.97
76561198089439104,71,264.43
76561198089440691,29,349.82
76561198089441904,5,78.87
76561198089442890,15,60.86
76561198089447943,3,14.99
76561198089449665,13,55.94
76561198089451302,35,59.96
76561198089452706,67,841.26
76561198089454627,4,34.97
76561198089455336,33,308.79
76561198089456735,74,339.4
76561198089462821,1,0.0
76561198089465657,1,4.99
76561198089469230,75,676.53
76561198089470842,14,189.92
76561198089474179,25,269.86
76561198089475358,3,8.9
76561198089480046,4,0.0
76561198089480352,41,242.7
76561198089480776,51,546.71
76561198089481267,62,610.57
76561198089485165,28,149.93
76561198089487030,3,160.91
76561198089489541,10,44.97
76561198089490010,79,632.53
76561198089494480,4,29.98
76561198089497582,15,8.9
76561198089497647,9,99.92
76561198089497799,17,42.77
76561198089498479,16,194.95
76561198089498987,14,29.98
76561198089503414,127,1149.98
76561198089505535,52,323.74
76561198089509654,127,1501.11
76561198089510732,12,44.98
76561198089512989,15,8.9
76561198089518453,19,83.94
76561198089521584,3,49.97
76561198089523994,48,357.62
76561198089526841,49,507.76
76561198089527527,54,327.65
76561198089529136,36,433.66
76561198089529810,5,67.97
76561198089531622,6,34.98
76561198089531798,135,1336.0
76561198089532505,15,29.98
76561198089533465,14,49.97
76561198089534364,2,0.0
76561198089538008,9,124.95
76561198089540481,44,364.63
76561198089541599,217,1352.98
76561198089541911,51,320.68
76561198089545153,230,1175.8
76561198089545771,16,18.89
76561198089546525,10,17.79
76561198089547341,30,283.75
76561198089548274,35,234.9
76561198089548998,20,134.92
76561198089549244,27,97.96
