user_id,total_items,total_spent,total_recom
76561198068497715,23,272.83,0
76561198068500978,124,1692.05,3
76561198068502194,23,260.86,0
76561198068502527,18,106.7,0
76561198068504305,10,149.92,0
76561198068504715,9,99.95,0
76561198068506034,56,273.74,0
76561198068506683,4,0.0,1
76561198068510413,113,927.99,0
76561198068512033,36,245.81,0
76561198068512179,18,63.94,0
76561198068516658,106,1301.11,1
76561198068520412,17,54.96,0
76561198068521607,16,167.88,0
76561198068522104,31,414.83,0
76561198068523806,37,419.65,1
76561198068525489,3,19.99,0
76561198068526086,14,247.9,0
76561198068527286,7,59.84,0
76561198068527920,13,85.95,0
76561198068529848,25,268.8,0
76561198068529924,29,478.74,0
76561198068530633,1,0.0,0
76561198068533313,13,104.94,0
76561198068533909,22,355.85,0
76561198068534161,23,94.93,0
76561198068536859,42,291.68,0
76561198068538206,82,881.37,1
76561198068538521,25,133.85,0
76561198068541786,1,24.99,0
76561198068542413,41,605.61,0
76561198068543807,1,9.99,0
76561198068546969,49,456.51,0
76561198068547407,8,159.93,1
76561198068548152,29,342.82,0
76561198068549385,12,59.96,0
76561198068549495,93,1180.86,1
76561198068549781,34,365.68,1
76561198068550186,97,1025.16,4
76561198068552229,33,455.75,1
76561198068552457,24,204.88,0
76561198068552580,2,24.98,0
76561198068553966,1,9.99,0
76561198068555014,48,707.15,0
76561198068556799,100,1326.08,0
76561198068557717,1,9.99,0
76561198068559899,121,1732.93,0
76561198068560668,136,1792.91,0
76561198068560827,14,64.96,0
76561198068563516,5,22.98,0
76561198068564533,189,1235.6,0
76561198068565388,177,2046.53,0
76561198068565589,120,1501.59,3
76561198068566063,2,19.99,0
76561198068566292,5,0.0,0
76561198068566302,14,159.91,0
76561198068568385,26,152.9,0
76561198068570173,43,449.78,0
76561198068572500,16,169.9,0
76561198068572619,22,270.85,1
76561198068572991,6,0.0,0
76561198068575278,25,189.88,0
76561198068581171,4,0.0,0
76561198068581244,19,48.87,0
76561198068586198,38,121.62,0
76561198068588447,19,119.95,0
76561198068588596,7,39.98,0
76561198068588713,22,159.94,0
76561198068591085,1,9.99,0
76561198068594802,22,152.91,0
76561198068595233,10,84.95,0
76561198068595949,19,224.88,0
76561198068596019,247,2799.81,2
76561198068596253,4,19.99,0
76561198068596694,48,292.7,0
76561198068598712,145,1724.63,0
76561198068598811,31,319.86,0
76561198068600094,12,94.94,0
76561198068601242,77,548.44,3
76561198068601332,42,433.53,0
76561198068601535,76,842.36,1
76561198068602273,4,33.88,0
76561198068602678,1,9.99,0
76561198068603207,28,499.78,0
76561198068605782,3,34.97,0
76561198068605965,24,304.83,0
76561198068606122,3,29.98,0
76561198068606322,3,59.99,0
76561198068606379,276,2539.97,0
76561198068606478,7,39.98,0
76561198068608586,9,54.96,0
76561198068608729,2,0.0,0
76561198068611129,19,131.94,0
76561198068611196,4,160.91,0
76561198068611843,29,220.86,0
76561198068612194,1,0.0,0
76561198068612763,2,29.98,0
76561198068613039,3,19.99,0
76561198068613434,45,479.73,1
76561198068615222,3,5.98,0
76561198068615698,37,397.66,0
76561198068615754,36,355.77,0
76561198068616574,39,352.62,0
76561198068618273,4,14.99,0
76561198068618361,101,1494.17,2
76561198068618866,72,516.59,0
76561198068620780,13,104.91,3
76561198068621601,8,61.95,0
76561198068625055,10,129.94,0
76561198068627363,43,584.71,0
76561198068627832,4,19.99,0
76561198068628238,8,81.94,0
76561198068628381,2,29.98,0
76561198068628668,55,362.52,0
76561198068629653,2,9.99,0
76561198068629778,142,2216.23,5
76561198068630147,17,244.88,0
76561198068630479,3,19.98,0
76561198068630968,1,39.99,0
76561198068632857,24,275.81,0
76561198068634189,4,9.99,0
76561198068636314,40,293.8,0
76561198068637129,205,2520.05,0
76561198068639827,147,749.9,0
76561198068640745,70,769.37,1
76561198068642670,7,64.96,0
76561198068644104,66,750.35,0
76561198068644182,15,142.91,1
76561198068644976,80,754.36,4
76561198068646711,46,487.71,0
76561198068647197,12,54.96,1
76561198068649041,47,188.76,0
76561198068649964,14,205.89,0
76561198068652577,11,34.98,0
76561198068652660,14,171.81,0
76561198068654613,75,737.43,0
76561198068654996,30,314.8,0
76561198068655831,78,669.52,1
76561198068659316,2,24.98,0
76561198068660354,27,256.84,0
76561198068660679,89,931.16,0
76561198068660878,92,868.1,4
76561198068662236,27,180.87,0
76561198068662872,7,68.87,0
76561198068664336,57,566.63,2
76561198068664897,4,23.96,0
76561198068665116,30,261.61,1
76561198068665267,80,670.53,0
76561198068665540,30,379.89,0
76561198068665826,1,0.0,0
76561198068666596,34,464.76,0
76561198068667319,42,372.74,1
76561198068667696,7,24.98,1
76561198068669697,2,49.98,0
76561198068671990,4,0.0,0
76561198068672506,110,1594.98,0
76561198068675426,4,54.97,0
76561198068676686,46,347.58,2
76561198068681242,2,44.98,0
76561198068682025,1,0.0,0
76561198068682871,20,189.9,0
76561198068683731,10,128.93,0
76561198068685888,124,1593.9,1
76561198068686766,18,114.96,0
76561198068688231,57,398.92,4
76561198068688960,8,64.96,0
76561198068689243,58,753.53,0
76561198068691023,3,5.99,0
76561198068691029,213,1792.41,9
76561198068692376,1,9.99,0
76561198068696167,130,1325.1,3
76561198068698005,424,5740.75,0
76561198068702328,54,419.46,1
76561198068702621,6,84.94,0
76561198068707356,14,208.92,0
76561198068709974,88,508.2,0
76561198068713743,23,278.84,0
76561198068715272,129,1993.62,0
76561198068715398,1,9.99,0
76561198068715658,36,353.75,0
76561198068716175,23,193.63,0
76561198068717523,113,693.09,3
76561198068720032,60,166.5,0
76561198068720340,9,69.96,0
76561198068721113,11,125.83,0
76561198068723399,47,390.79,0
76561198068723469,7,0.0,0
76561198068723507,6,124.92,0
76561198068723540,6,14.99,0
76561198068724177,5,34.98,0
76561198068727361,226,3379.07,1
76561198068728188,3,9.99,0
76561198068731257,2,14.99,0
76561198068733081,240,3281.77,0
76561198068733542,23,334.59,0
76561198068744583,25,84.94,0
76561198068744840,5,4.99,0
76561198068746094,47,128.86,0
76561198068747650,38,389.75,1
76561198068748380,15,249.86,0
76561198068753732,11,103.85,0
76561198068755389,19,157.88,0
76561198068756102,6,54.97,0
76561198068761622,9,49.97,0
76561198068763878,28,243.83,0
76561198068765906,26,88.93,1
76561198068768474,48,777.64,0
76561198068771130,64,760.5,0
76561198068773222,2,0.0,0
76561198068776833,83,422.43,0
76561198068776867,14,29.98,0
76561198068777262,65,875.21,0
76561198068778527,58,477.41,0
76561198068781107,13,123.83,0
76561198068781381,78,627.57,1
76561198068783456,6,54.97,0
76561198068783959,31,412.75,0
76561198068784738,48,521.47,0
76561198068785086,72,791.5,0
76561198068791725,13,89.82,0
76561198068792113,42,295.61,0
76561198068793557,15,164.76,0
76561198068793777,114,1675.86,0
76561198068793975,33,324.86,0
76561198068796421,22,264.89,0
76561198068800467,24,289.86,0
76561198068802069,6,89.98,0
76561198068803041,8,19.98,0
76561198068803107,22,64.96,0
76561198068806780,19,224.85,0
76561198068807355,2,19.99,0
76561198068809454,4,49.98,0
76561198068809841,73,1144.25,1
76561198068810458,22,308.77,0
76561198068811202,101,1085.12,1
76561198068811770,2,14.99,0
76561198068812185,42,340.6,0
76561198068813992,76,1389.2,0
76561198068822691,45,470.65,0
76561198068825283,13,104.96,0
76561198068825441,86,782.49,1
76561198068825527,13,43.88,0
76561198068828577,6,59.95,0
76561198068829039,54,691.42,0
76561198068831727,211,2827.09,7
76561198068836720,49,637.45,1
76561198068843268,136,1758.66,0
76561198068845766,13,79.94,0
76561198068846245,10,75.92,0
76561198068847822,34,339.7,0
76561198068850154,6,29.98,0
76561198068852037,2,0.0,0
76561198068852080,69,808.51,0
76561198068853111,2,0.0,0
76561198068855162,115,1952.02,0
76561198068856000,18,251.75,2
76561198068857221,38,409.64,0
76561198068858437,10,129.93,0
76561198068861489,4,61.97,0
76561198068862278,10,34.97,0
76561198068864216,8,64.83,0
76561198068864279,29,324.84,0
76561198068864433,28,192.89,0
76561198068864646,2,0.0,0
76561198068866981,7,119.98,0
76561198068868721,8,64.96,0
76561198068869473,6,49.96,0
76561198068872737,19,263.8,0
76561198068877094,57,618.59,0
76561198068877778,29,179.65,0
76561198068878439,48,115.55,0
76561198068879483,4,29.98,0
76561198068879608,19,0.0,0
76561198068880225,8,50.87,0
76561198068880846,51,207.69,1
76561198068887314,19,162.87,0
76561198068890475,38,155.85,2
76561198068892076,99,447.53,0
76561198068892536,49,676.59,1
76561198068894443,33,464.73,0
76561198068895703,42,436.67,0
76561198068897493,16,26.86,0
76561198068899807,12,74.94,0
76561198068900778,176,2557.55,3
76561198068905217,58,506.71,1
76561198068906760,41,229.8,0
76561198068907068,14,139.94,0
76561198068907374,62,693.99,0
76561198068907406,20,109.93,0
76561198068911141,4,64.97,0
76561198068913152,1,8.9,0
76561198068913722,8,9.99,0
76561198068916178,8,44.97,1
76561198068916192,54,288.73,0
76561198068917386,35,423.74,0
76561198068918004,23,339.86,0
76561198068918212,5,44.98,0
76561198068919503,32,409.79,0
76561198068920670,2,0.0,0
76561198068920910,27,182.84,0
76561198068920925,166,1982.54,0
76561198068921615,15,64.95,0
76561198068922268,49,413.58,2
76561198068922396,5,14.99,0
76561198068922744,41,624.72,1
76561198068922804,15,69.95,0
76561198068922872,2,29.98,0
76561198068923331,48,392.36,0
76561198068924747,23,374.85,0
76561198068925594,2,0.0,0
76561198068925902,3,0.0,0
76561198068926063,21,63.86,0
76561198068927547,2,19.99,0
76561198068929666,54,323.77,0
76561198068929748,18,216.89,0
76561198068930041,79,823.39,0
76561198068930941,18,19.99,0
76561198068932603,4,39.98,0
76561198068933870,84,673.59,0
76561198068934902,20,49.97,0
76561198068935240,90,893.06,0
76561198068935411,4,0.0,0
76561198068937229,24,139.95,0
76561198068939262,3,19.99,0
76561198068939671,9,41.96,1
76561198068942117,66,872.49,0
76561198068943631,41,351.77,0
76561198068945735,15,214.9,0
76561198068947146,30,75.93,1
76561198068947831,52,434.56,0
76561198068948623,27,239.91,0
76561198068951810,52,397.66,0
76561198068952127,40,384.75,1
76561198068953573,101,1037.35,5
76561198068953672,98,874.47,1
76561198068955661,66,215.66,0
76561198068957650,53,568.61,0
76561198068959135,14,39.96,0
76561198068960493,42,274.83,1
76561198068962903,2,9.99,0
76561198068963068,119,1482.04,1
76561198068964564,12,178.82,0
76561198068967296,3,29.98,0
76561198068967983,8,34.98,0
76561198068968487,29,179.89,1
76561198068968878,11,119.94,0
76561198068969079,4,34.97,0
76561198068970520,9,94.94,0
76561198068976095,6,69.98,0
76561198068976644,100,411.28,1
76561198068977094,4,29.98,0
76561198068978197,85,946.35,0
76561198068980147,35,384.59,0
76561198068980263,49,107.91,0
76561198068981362,33,204.83,2
76561198068981727,80,723.63,1
76561198068982966,54,694.58,2
76561198068984013,51,559.62,0
76561198068984689,59,515.54,2
76561198068984950,43,357.68,0
76561198068985258,48,836.6,0
76561198068985504,47,507.63,0
76561198068989977,10,0.0,0
76561198068990827,177,1599.85,1
76561198068993707,29,290.81,0
76561198068995205,16,224.9,0
76561198068995383,35,392.76,0
76561198068996116,1,19.99,0
76561198068996686,90,976.01,0
76561198068998483,41,124.89,0
76561198068999744,38,171.6,0
76561198069000908,8,74.98,0
76561198069003381,118,1704.92,0
76561198069004485,12,109.97,0
76561198069004689,66,624.46,0
76561198069005048,32,391.77,0
76561198069007262,43,506.51,0
76561198069007585,3,0.0,0
76561198069007957,10,133.91,0
76561198069011477,12,114.92,0
76561198069011555,21,295.88,0
76561198069012515,49,631.69,0
76561198069014241,31,305.66,0
76561198069014271,10,84.96,1
76561198069014327,7,69.95,0
76561198069015242,1,4.99,0
76561198069017806,17,234.66,0
76561198069018738,56,371.66,0
76561198069020501,2,34.98,0
76561198069021271,15,147.88,0
76561198069021389,49,685.54,0
76561198069021829,6,65.95,0
76561198069021834,16,96.94,0
76561198069022183,78,774.21,0
76561198069026253,10,84.94,0
76561198069026655,1,9.99,0
76561198069027111,11,24.98,0
76561198069028254,15,212.86,0
76561198069028479,2,14.99,0
76561198069029147,41,263.7,0
76561198069030549,2,14.98,0
76561198069030653,61,1092.41,0
76561198069032355,21,166.7,2
76561198069035966,8,54.98,0
76561198069036644,133,1549.66,1
76561198069037365,80,629.37,1
76561198069037541,2,4.99,0
76561198069042690,7,99.97,0
76561198069046130,64,731.4,1
76561198069049572,62,470.34,1
76561198069050565,69,291.61,2
76561198069051881,52,372.81,0
76561198069052461,39,208.85,1
76561198069053337,35,376.82,0
76561198069053806,51,273.74,0
76561198069056363,155,1480.83,0
76561198069056901,97,961.83,0
76561198069059685,1,9.99,0
76561198069059947,52,781.52,0
76561198069060654,7,68.85,0
76561198069061731,2,4.99,0
76561198069062368,48,314.56,1
76561198069063209,34,332.71,0
76561198069063506,6,159.94,0
76561198069063597,65,808.13,1
76561198069064022,3,9.99,0
76561198069064695,1,9.99,0
76561198069064962,4,14.99,0
76561198069065309,105,866.31,0
76561198069065620,97,854.77,5
76561198069066120,76,487.51,5
76561198069066487,158,2413.48,1
76561198069071697,122,1906.82,0
76561198069075088,7,25.97,0
76561198069075422,3,24.98,0
76561198069076906,87,677.39,1
76561198069077711,27,244.84,0
76561198069079582,40,88.88,2
76561198069080290,2,4.99,0
76561198069082931,8,73.86,0
76561198069082998,13,148.83,3
76561198069083075,42,518.6,0
76561198069087503,6,53.86,0
76561198069088118,1,14.99,1
76561198069088212,40,457.7,0
76561198069089973,8,27.78,1
76561198069090191,7,69.98,0
76561198069090382,3,29.97,0
76561198069090454,43,459.51,1
76561198069090614,1,0.0,0
76561198069090668,5,24.99,0
76561198069091678,51,497.66,2
76561198069092672,9,69.95,0
76561198069093971,17,334.7,0
76561198069095558,31,373.65,0
76561198069096021,69,637.51,0
76561198069097517,38,393.81,0
76561198069099637,36,451.72,0
76561198069100402,17,84.95,0
76561198069100701,84,979.18,2
76561198069101355,2,0.0,0
76561198069103416,22,214.86,0
76561198069104768,22,169.75,0
76561198069105347,114,453.29,0
76561198069106917,14,125.92,0
76561198069107153,14,139.95,0
76561198069110559,12,104.79,0
76561198069112012,16,258.87,1
76561198069112718,9,109.95,0
76561198069113800,56,578.54,0
76561198069116261,39,159.89,0
76561198069118505,148,1485.97,0
76561198069119009,93,1130.18,0
76561198069120319,49,348.74,0
76561198069120356,30,420.68,0
76561198069121246,21,244.91,0
76561198069122227,41,201.75,5
76561198069122441,172,1878.26,2
76561198069122604,7,114.95,0
76561198069124080,7,89.95,0
76561198069126276,3,19.99,0
76561198069126909,4,54.97,0
76561198069129828,73,501.66,0
76561198069131119,46,245.64,0
76561198069132107,57,373.69,1
76561198069132301,25,296.81,0
76561198069132853,71,815.41,0
76561198069133635,16,2.99,0
76561198069136777,22,187.75,0
76561198069138620,10,54.95,0
76561198069139035,39,190.72,6
76561198069141744,42,222.65,0
76561198069143001,62,1524.28,0
76561198069144126,19,17.97,0
76561198069147452,5,8.9,0
76561198069149771,22,119.96,0
76561198069152002,11,0.0,0
76561198069154712,5,49.97,0
76561198069155932,5,160.91,0
76561198069157902,1,9.99,0
76561198069159558,83,1155.42,2
76561198069159579,25,202.87,0
76561198069160320,103,1541.04,8
76561198069161564,80,1308.09,0
76561198069162314,45,411.72,0
76561198069162472,23,34.97,2
76561198069163682,17,119.94,0
76561198069164241,3,49.98,0
76561198069165711,20,189.88,0
76561198069169878,16,79.95,0
76561198069170979,50,469.74,1
76561198069172038,11,74.94,1
76561198069172206,38,330.62,1
76561198069172681,105,1020.21,3
76561198069174279,2,14.99,0
76561198069177514,29,293.7,0
76561198069177888,124,1485.87,0
76561198069178362,35,239.88,0
76561198069178587,4,29.97,1
76561198069179256,1,19.99,0
76561198069183109,61,736.64,1
76561198069183396,9,109.94,0
76561198069186570,4,24.98,0
76561198069186696,10,99.92,0
76561198069186785,21,303.78,0
76561198069187735,8,0.0,0
76561198069187824,94,994.22,1
76561198069187826,1,0.0,0
76561198069189057,5,59.97,0
76561198069189640,68,850.55,0
76561198069192591,44,338.83,0
76561198069195018,1,9.99,0
76561198069195044,23,64.95,0
76561198069195551,30,289.84,0
76561198069205789,1,19.99,0
76561198069207168,50,506.73,1
76561198069207594,58,595.45,0
76561198069207633,30,184.73,0
76561198069209270,48,442.71,0
76561198069210185,15,294.87,0
76561198069210836,30,272.84,0
76561198069210999,8,39.98,0
76561198069213966,23,9.99,0
76561198069214352,94,1412.99,1
76561198069214448,221,2881.39,5
76561198069216092,4,34.97,0
76561198069216709,5,8.9,0
76561198069220114,1,0.0,0
76561198069220396,79,951.35,1
76561198069222881,1,14.99,0
76561198069224386,51,292.17,0
76561198069228246,1,14.99,0
76561198069228594,92,984.47,0
76561198069231817,14,151.9,1
76561198069233575,35,211.87,1
76561198069234556,11,43.87,1
76561198069237515,105,1262.2,0
76561198069240071,12,188.81,0
76561198069241312,41,478.74,0
76561198069241406,70,571.26,0
76561198069241765,36,351.79,0
76561198069243170,15,69.94,0
76561198069243620,29,262.74,0
76561198069244100,7,144.96,0
76561198069246126,15,28.89,0
76561198069246821,18,259.86,0
76561198069247104,9,29.98,0
76561198069247216,20,205.85,0
76561198069249316,16,72.92,1
76561198069249549,30,119.92,0
76561198069250086,63,327.82,1
76561198069250582,12,188.93,0
76561198069254478,27,170.88,0
76561198069256786,13,149.92,0
76561198069263745,43,551.64,0
76561198069263750,2,0.0,0
76561198069266487,66,158.81,1
76561198069271631,337,4676.76,4
76561198069272038,105,1684.02,0
76561198069273508,128,448.98,0
76561198069274686,5,58.86,0
76561198069278752,87,1004.01,1
76561198069279256,55,764.47,6
76561198069280339,77,817.39,0
76561198069280440,15,117.92,0
76561198069281348,15,249.88,0
76561198069284186,52,709.58,0
76561198069291858,110,758.48,2
76561198069292338,1,74.76,0
76561198069294272,29,224.87,0
76561198069295118,15,44.97,0
76561198069295430,77,269.64,2
76561198069297632,63,691.36,2
76561198069299144,47,693.62,1
76561198069299984,77,1095.38,0
76561198069307028,119,1451.9,0
76561198069308140,3,24.98,0
76561198069310020,33,114.95,0
76561198069310329,5,19.99,0
76561198069311494,3,9.99,0
76561198069317924,73,748.39,0
76561198069324966,85,1231.3,2
76561198069330724,14,149.9,0
76561198069330754,38,350.73,0
76561198069330970,3,0.0,1
76561198069331337,29,172.69,0
76561198069331677,8,24.98,0
76561198069334143,14,209.93,0
76561198069334653,31,280.85,2
76561198069343235,55,785.53,0
76561198069343523,11,79.83,0
76561198069345005,22,170.89,0
76561198069345625,87,1049.41,1
76561198069347999,22,254.84,0
76561198069348231,60,662.59,0
76561198069349373,39,486.7,0
76561198069349427,7,68.93,0
76561198069350369,44,679.73,0
76561198069350865,1,0.0,0
76561198069352162,20,94.93,0
76561198069352409,9,71.92,0
76561198069354991,3,59.99,0
76561198069355421,16,300.87,0
76561198069362299,11,179.88,0
76561198069366851,66,319.14,1
76561198069368699,5,19.99,0
76561198069380670,38,156.69,0
76561198069386778,19,199.89,0
76561198069386796,21,124.92,0
76561198069389098,115,478.23,0
76561198069389279,28,79.95,0
76561198069391222,16,183.83,0
76561198069394050,10,85.93,0
76561198069394218,3,0.0,0
76561198069396183,41,590.76,0
76561198069398071,38,164.8,1
76561198069398872,8,84.95,0
76561198069398972,81,950.08,0
76561198069399322,22,247.87,1
76561198069399406,2,59.98,0
76561198069399454,43,405.43,1
76561198069399556,48,368.57,1
76561198069399868,1,0.0,0
76561198069400306,116,837.3,0
76561198069400418,87,499.51,1
76561198069400532,43,364.65,1
76561198069401187,4,34.98,0
76561198069401376,11,245.83,1
76561198069402268,78,324.55,0
76561198069403744,27,306.69,0
76561198069404035,102,1345.86,1
76561198069405564,5,54.97,0
76561198069406035,5,19.99,0
76561198069406076,20,53.87,0
76561198069406706,3,34.98,0
76561198069408519,19,99.94,0
76561198069409336,5,99.95,0
76561198069409932,7,79.94,0
76561198069410187,238,2667.55,0
76561198069410951,3,26.97,0
76561198069411847,65,448.68,3
76561198069411939,46,707.67,0
76561198069412017,61,654.64,0
76561198069412317,17,119.92,0
76561198069413109,53,569.56,0
76561198069413913,1,14.99,0
76561198069414042,6,99.98,0
76561198069414992,6,24.99,0
76561198069414997,2,9.99,0
76561198069416147,96,462.32,0
76561198069417899,1,19.99,0
76561198069419555,43,137.77,0
76561198069422455,10,43.97,0
76561198069429923,24,149.9,0
76561198069430137,102,1460.09,0
76561198069433643,1,9.99,0
76561198069434061,9,139.97,0
76561198069436379,11,102.94,0
76561198069447979,5,0.0,0
76561198069450736,21,144.93,0
76561198069451495,2,0.0,0
76561198069451729,15,8.9,0
76561198069456026,61,500.53,1
76561198069458769,9,56.96,0
76561198069460570,13,17.79,0
76561198069462173,10,204.93,0
76561198069465728,111,1250.27,2
76561198069466020,1,0.0,0
76561198069466949,36,299.8,0
76561198069466987,5,0.0,0
76561198069467646,1,0.0,0
76561198069468988,26,264.87,0
76561198069470026,50,181.65,0
76561198069470642,111,1340.86,1
76561198069471061,9,44.98,0
76561198069471150,5,44.96,0
76561198069472808,245,2469.72,2
76561198069472972,3,9.99,0
76561198069473242,18,89.96,0
76561198069474109,4,34.97,0
76561198069475151,13,84.94,1
76561198069475649,95,1103.94,0
76561198069475678,28,264.74,0
76561198069476398,36,330.76,0
76561198069476443,12,29.97,0
76561198069477746,153,1332.76,0
76561198069478009,30,365.82,1
76561198069478280,11,79.96,0
76561198069478667,64,479.7,0
76561198069478847,4,19.98,0
76561198069478872,71,859.37,0
76561198069479321,48,393.7,0
76561198069479694,25,231.75,1
76561198069480379,8,52.77,0
76561198069480581,31,259.7,1
76561198069480948,4,0.0,0
76561198069481356,2,19.99,0
76561198069481873,3,0.0,0
76561198069484929,37,159.89,0
76561198069485775,64,409.64,1
76561198069485960,9,49.97,0
76561198069486326,16,161.77,1
76561198069487879,106,1338.01,1
76561198069488221,57,450.52,1
76561198069488460,3,0.0,0
76561198069488645,8,0.0,0
76561198069490393,4,0.0,0
76561198069490905,110,1504.24,0
76561198069491539,93,779.37,0
76561198069491937,25,301.8,0
76561198069492897,300,3124.38,1
76561198069493115,21,139.9,0
76561198069493443,25,175.67,1
76561198069495135,17,119.96,0
76561198069497305,40,419.78,0
76561198069497557,100,1020.03,1
76561198069497679,11,189.89,0
76561198069499893,44,669.55,0
76561198069503623,5,46.87,0
76561198069511260,39,325.86,0
76561198069511271,1,14.99,0
76561198069511503,25,86.91,0
76561198069513927,56,444.68,0
76561198069519489,54,262.81,0
76561198069524640,8,59.96,0
76561198069525691,1,14.99,0
76561198069528513,3,0.0,0
76561198069530577,19,94.94,0
76561198069530670,63,957.46,0
76561198069530720,6,109.95,0
76561198069531795,2,19.99,0
76561198069534556,11,44.97,0
76561198069535013,4,17.98,0
76561198069535219,355,4521.85,0
76561198069535451,8,52.96,0
76561198069536462,11,24.98,0
76561198069536565,223,2908.25,8
76561198069536961,88,1147.27,0
76561198069537041,22,148.81,0
76561198069537911,40,482.63,0
76561198069538135,67,365.53,0
76561198069538518,23,104.92,0
76561198069540375,50,316.62,0
76561198069540724,28,289.86,0
76561198069541258,24,219.72,0
76561198069541487,3,19.99,0
76561198069541689,32,163.88,2
76561198069542088,6,66.98,0
76561198069542203,4,44.97,0
76561198069543013,22,146.81,0
76561198069543256,1,14.99,0
76561198069543579,18,23.89,0
76561198069543705,9,14.99,0
76561198069543922,11,124.93,0
76561198069544099,114,1638.88,0
76561198069545441,51,450.44,1
76561198069545595,26,24.98,0
76561198069545708,29,246.74,0
76561198069546341,4,29.98,0
76561198069546973,20,28.89,0
76561198069547525,2,29.98,0
76561198069547848,119,1574.16,1
76561198069548029,83,813.07,1
76561198069548916,4,4.99,0
76561198069550465,18,178.88,0
76561198069550616,8,148.85,0
76561198069550718,3,34.98,0
76561198069551263,5,4.99,0
76561198069551296,102,1024.25,0
76561198069552266,187,2297.09,0
76561198069555139,143,1792.62,0
76561198069555349,64,858.36,0
76561198069558919,6,0.0,0
76561198069559073,23,144.92,0
76561198069560699,76,957.22,4
76561198069561067,154,1549.64,1
76561198069561794,18,249.9,0
76561198069561883,1,4.99,0
76561198069564123,28,293.75,0
76561198069566821,4,22.97,0
76561198069567009,28,178.79,0
76561198069568011,36,320.61,0
76561198069568536,9,99.95,0
76561198069574961,29,388.8,2
76561198069578096,19,89.94,1
76561198069580458,74,1158.47,1
76561198069583386,46,205.71,0
76561198069583492,21,209.91,1
76561198069590255,41,568.39,1
76561198069590294,26,293.78,0
76561198069590590,58,485.71,3
76561198069591712,15,184.77,0
76561198069591770,12,149.9,0
76561198069592972,19,97.93,0
76561198069593452,34,53.87,0
76561198069594647,33,371.41,1
76561198069595502,3,49.97,0
76561198069596114,11,90.93,0
76561198069596262,13,19.99,0
76561198069597252,4,9.98,0
76561198069598294,42,685.71,1
76561198069599062,3,19.99,0
76561198069599200,38,283.67,1
76561198069599272,32,341.69,0
76561198069600169,3,8.9,0
76561198069601308,133,1697.67,0
76561198069601638,55,801.63,0
76561198069602743,13,39.97,0
76561198069603533,12,128.79,0
76561198069603544,30,353.78,0
76561198069603865,29,309.88,2
76561198069604128,4,64.96,0
76561198069605495,8,8.9,0
76561198069606418,74,672.35,5
76561198069606529,2,19.99,0
76561198069606687,43,188.66,0
76561198069607020,43,509.75,0
76561198069609203,7,54.98,0
76561198069609576,4,9.99,1
76561198069610252,3,19.99,0
76561198069613919,1,0.0,0
76561198069614009,45,682.61,0
76561198069614103,51,642.7,0
76561198069614338,124,340.34,0
76561198069614355,6,29.98,0
76561198069614399,1,19.99,0
76561198069615116,29,440.7,1
76561198069615457,28,365.65,0
76561198069616106,2,14.99,0
76561198069616181,89,745.59,1
76561198069616193,102,1598.5,0
76561198069616842,64,582.98,3
76561198069617323,5,28.88,0
76561198069617542,55,610.57,0
76561198069617739,141,1399.86,7
76561198069618123,2,18.89,0
76561198069618369,28,393.8,0
76561198069618446,192,2542.29,3
76561198069618584,110,392.6,0
76561198069618900,6,79.97,0
76561198069619801,16,169.9,0
76561198069620329,43,74.94,0
76561198069620444,43,431.66,1
76561198069621483,5,8.9,0
76561198069621555,29,285.79,0
76561198069622431,7,79.95,0
76561198069622661,30,255.85,0
76561198069623107,30,334.82,1
76561198069623753,68,534.45,0
76561198069623759,3,34.98,0
76561198069624911,11,114.92,0
76561198069625198,16,97.91,1
76561198069625360,54,456.73,0
76561198069625441,1,14.99,0
76561198069625553,34,152.91,0
76561198069626515,14,84.94,0
76561198069626987,9,0.0,0
76561198069627162,9,128.88,0
76561198069628153,100,1428.0,1
76561198069629590,16,34.97,0
76561198069630767,1,19.99,0
76561198069631393,80,604.4,0
76561198069633247,8,4.99,0
76561198069634071,16,188.69,0
76561198069634527,49,679.68,1
76561198069636321,39,445.7,0
76561198069636948,13,129.9,0
76561198069638681,93,723.29,0
76561198069638883,1,8.9,0
76561198069640077,18,172.85,0
76561198069640318,7,89.94,0
76561198069642414,2,0.0,0
76561198069644041,59,928.59,1
76561198069644815,259,4080.82,3
76561198069645811,22,159.85,0
76561198069647457,57,586.68,0
76561198069649770,7,49.97,0
76561198069649976,42,170.82,0
76561198069652350,6,73.86,0
76561198069656553,5,34.98,0
76561198069657306,22,88.84,0
76561198069659994,19,174.89,0
76561198069661602,1,9.99,0
76561198069663383,24,104.94,0
76561198069666936,95,859.25,0
76561198069667524,80,1061.28,0
76561198069667672,22,262.82,0
76561198069667926,7,68.87,0
76561198069668002,143,1792.89,0
76561198069668522,94,917.01,4
76561198069668850,28,314.85,0
76561198069669916,3,19.98,0
76561198069670044,3,39.99,0
76561198069670860,8,0.0,0
76561198069671417,105,566.54,1
76561198069671744,11,99.95,0
76561198069672900,16,178.78,0
76561198069673484,84,634.55,0
76561198069673952,17,212.87,0
76561198069674528,7,9.99,0
76561198069674760,10,149.92,0
76561198069674997,22,154.95,0
76561198069675156,12,118.82,0
76561198069677320,18,119.92,0
76561198069677446,3,19.98,0
76561198069678158,4,34.98,0
